borsa,ticker,data,open,close,Giornaliero
S+ACY-P 500 (New York),SPY,02/01/2025,+ACI-589,39+ACI-,+ACI-584,64+ACI-,+ACI-+AC0-0,81+ACI-
S+ACY-P 500 (New York),SPY,03/01/2025,+ACI-587,53+ACI-,+ACI-591,95+ACI-,+ACI-0,75+ACI-
S+ACY-P 500 (New York),SPY,06/01/2025,+ACI-596,27+ACI-,+ACI-595,36+ACI-,+ACI-+AC0-0,15+ACI-
S+ACY-P 500 (New York),SPY,07/01/2025,+ACI-597,42+ACI-,+ACI-588,63+ACI-,+ACI-+AC0-1,47+ACI-
S+ACY-P 500 (New York),SPY,08/01/2025,+ACI-588,70+ACI-,+ACI-589,49+ACI-,+ACI-0,13+ACI-
S+ACY-P 500 (New York),SPY,10/01/2025,+ACI-585,88+ACI-,+ACI-580,49+ACI-,+ACI-+AC0-0,92+ACI-
S+ACY-P 500 (New York),SPY,13/01/2025,+ACI-575,77+ACI-,+ACI-581,39+ACI-,+ACI-0,98+ACI-
S+ACY-P 500 (New York),SPY,14/01/2025,+ACI-584,36+ACI-,+ACI-582,19+ACI-,+ACI-+AC0-0,37+ACI-
S+ACY-P 500 (New York),SPY,15/01/2025,+ACI-590,33+ACI-,+ACI-592,78+ACI-,+ACI-0,42+ACI-
S+ACY-P 500 (New York),SPY,16/01/2025,+ACI-594,17+ACI-,+ACI-591,64+ACI-,+ACI-+AC0-0,43+ACI-
S+ACY-P 500 (New York),SPY,17/01/2025,+ACI-596,96+ACI-,+ACI-597,58+ACI-,+ACI-0,10+ACI-
S+ACY-P 500 (New York),SPY,21/01/2025,+ACI-600,67+ACI-,+ACI-603,05+ACI-,+ACI-0,40+ACI-
S+ACY-P 500 (New York),SPY,22/01/2025,+ACI-605,92+ACI-,+ACI-606,44+ACI-,+ACI-0,09+ACI-
S+ACY-P 500 (New York),SPY,23/01/2025,+ACI-605,80+ACI-,+ACI-609,75+ACI-,+ACI-0,65+ACI-
S+ACY-P 500 (New York),SPY,24/01/2025,+ACI-609,81+ACI-,+ACI-607,97+ACI-,+ACI-+AC0-0,30+ACI-
S+ACY-P 500 (New York),SPY,27/01/2025,+ACI-594,81+ACI-,+ACI-599,37+ACI-,+ACI-0,77+ACI-
S+ACY-P 500 (New York),SPY,28/01/2025,+ACI-600,62+ACI-,+ACI-604,52+ACI-,+ACI-0,65+ACI-
S+ACY-P 500 (New York),SPY,29/01/2025,+ACI-603,72+ACI-,+ACI-601,81+ACI-,+ACI-+AC0-0,32+ACI-
S+ACY-P 500 (New York),SPY,30/01/2025,+ACI-603,96+ACI-,+ACI-605,04+ACI-,+ACI-0,18+ACI-
S+ACY-P 500 (New York),SPY,31/01/2025,+ACI-607,50+ACI-,+ACI-601,82+ACI-,+ACI-+AC0-0,93+ACI-
S+ACY-P 500 (New York),SPY,03/02/2025,+ACI-592,67+ACI-,+ACI-597,77+ACI-,+ACI-0,86+ACI-
S+ACY-P 500 (New York),SPY,04/02/2025,+ACI-597,83+ACI-,+ACI-601,78+ACI-,+ACI-0,66+ACI-
S+ACY-P 500 (New York),SPY,05/02/2025,+ACI-600,64+ACI-,+ACI-604,22+ACI-,+ACI-0,60+ACI-
S+ACY-P 500 (New York),SPY,06/02/2025,+ACI-605,99+ACI-,+ACI-606,32+ACI-,+ACI-0,05+ACI-
S+ACY-P 500 (New York),SPY,07/02/2025,+ACI-606,89+ACI-,+ACI-600,77+ACI-,+ACI-+AC0-1,01+ACI-
S+ACY-P 500 (New York),SPY,10/02/2025,+ACI-604,03+ACI-,+ACI-604,85+ACI-,+ACI-0,14+ACI-
S+ACY-P 500 (New York),SPY,11/02/2025,+ACI-602,55+ACI-,+ACI-605,31+ACI-,+ACI-0,46+ACI-
S+ACY-P 500 (New York),SPY,12/02/2025,+ACI-599,20+ACI-,+ACI-603,36+ACI-,+ACI-0,69+ACI-
S+ACY-P 500 (New York),SPY,13/02/2025,+ACI-604,48+ACI-,+ACI-609,73+ACI-,+ACI-0,87+ACI-
S+ACY-P 500 (New York),SPY,14/02/2025,+ACI-609,94+ACI-,+ACI-609,70+ACI-,+ACI-+AC0-0,04+ACI-
S+ACY-P 500 (New York),SPY,18/02/2025,+ACI-610,88+ACI-,+ACI-611,49+ACI-,+ACI-0,10+ACI-
S+ACY-P 500 (New York),SPY,19/02/2025,+ACI-610,08+ACI-,+ACI-612,93+ACI-,+ACI-0,47+ACI-
S+ACY-P 500 (New York),SPY,20/02/2025,+ACI-611,54+ACI-,+ACI-610,38+ACI-,+ACI-+AC0-0,19+ACI-
S+ACY-P 500 (New York),SPY,21/02/2025,+ACI-610,16+ACI-,+ACI-599,94+ACI-,+ACI-+AC0-1,67+ACI-
S+ACY-P 500 (New York),SPY,24/02/2025,+ACI-602,02+ACI-,+ACI-597,21+ACI-,+ACI-+AC0-0,80+ACI-
S+ACY-P 500 (New York),SPY,25/02/2025,+ACI-597,15+ACI-,+ACI-594,24+ACI-,+ACI-+AC0-0,49+ACI-
S+ACY-P 500 (New York),SPY,26/02/2025,+ACI-595,93+ACI-,+ACI-594,54+ACI-,+ACI-+AC0-0,23+ACI-
S+ACY-P 500 (New York),SPY,27/02/2025,+ACI-596,85+ACI-,+ACI-585,05+ACI-,+ACI-+AC0-1,98+ACI-
S+ACY-P 500 (New York),SPY,28/02/2025,+ACI-585,56+ACI-,+ACI-594,18+ACI-,+ACI-1,47+ACI-
S+ACY-P 500 (New York),SPY,03/03/2025,+ACI-596,18+ACI-,+ACI-583,77+ACI-,+ACI-+AC0-2,08+ACI-
S+ACY-P 500 (New York),SPY,04/03/2025,+ACI-579,71+ACI-,+ACI-576,86+ACI-,+ACI-+AC0-0,49+ACI-
S+ACY-P 500 (New York),SPY,05/03/2025,+ACI-576,69+ACI-,+ACI-583,06+ACI-,+ACI-1,10+ACI-
S+ACY-P 500 (New York),SPY,06/03/2025,+ACI-575,48+ACI-,+ACI-572,71+ACI-,+ACI-+AC0-0,48+ACI-
S+ACY-P 500 (New York),SPY,07/03/2025,+ACI-570,90+ACI-,+ACI-575,92+ACI-,+ACI-0,88+ACI-
S+ACY-P 500 (New York),SPY,10/03/2025,+ACI-567,59+ACI-,+ACI-560,58+ACI-,+ACI-+AC0-1,24+ACI-
S+ACY-P 500 (New York),SPY,11/03/2025,+ACI-559,40+ACI-,+ACI-555,92+ACI-,+ACI-+AC0-0,62+ACI-
S+ACY-P 500 (New York),SPY,12/03/2025,+ACI-562,17+ACI-,+ACI-558,87+ACI-,+ACI-+AC0-0,59+ACI-
S+ACY-P 500 (New York),SPY,13/03/2025,+ACI-558,49+ACI-,+ACI-551,42+ACI-,+ACI-+AC0-1,27+ACI-
S+ACY-P 500 (New York),SPY,14/03/2025,+ACI-556,11+ACI-,+ACI-562,81+ACI-,+ACI-1,20+ACI-
S+ACY-P 500 (New York),SPY,17/03/2025,+ACI-562,79+ACI-,+ACI-567,15+ACI-,+ACI-0,77+ACI-
S+ACY-P 500 (New York),SPY,18/03/2025,+ACI-564,80+ACI-,+ACI-561,02+ACI-,+ACI-+AC0-0,67+ACI-
S+ACY-P 500 (New York),SPY,19/03/2025,+ACI-562,83+ACI-,+ACI-567,13+ACI-,+ACI-0,76+ACI-
S+ACY-P 500 (New York),SPY,20/03/2025,+ACI-563,33+ACI-,+ACI-565,49+ACI-,+ACI-0,38+ACI-
S+ACY-P 500 (New York),SPY,21/03/2025,+ACI-559,28+ACI-,+ACI-563,98+ACI-,+ACI-0,84+ACI-
S+ACY-P 500 (New York),SPY,24/03/2025,+ACI-570,80+ACI-,+ACI-574,08+ACI-,+ACI-0,57+ACI-
S+ACY-P 500 (New York),SPY,25/03/2025,+ACI-575,30+ACI-,+ACI-575,46+ACI-,+ACI-0,03+ACI-
S+ACY-P 500 (New York),SPY,26/03/2025,+ACI-575,19+ACI-,+ACI-568,59+ACI-,+ACI-+AC0-1,15+ACI-
S+ACY-P 500 (New York),SPY,27/03/2025,+ACI-567,18+ACI-,+ACI-567,08+ACI-,+ACI-+AC0-0,02+ACI-
S+ACY-P 500 (New York),SPY,28/03/2025,+ACI-565,53+ACI-,+ACI-555,66+ACI-,+ACI-+AC0-1,75+ACI-
S+ACY-P 500 (New York),SPY,31/03/2025,+ACI-549,83+ACI-,+ACI-559,39+ACI-,+ACI-1,74+ACI-
S+ACY-P 500 (New York),SPY,01/04/2025,+ACI-557,45+ACI-,+ACI-560,97+ACI-,+ACI-0,63+ACI-
S+ACY-P 500 (New York),SPY,02/04/2025,+ACI-555,05+ACI-,+ACI-564,52+ACI-,+ACI-1,71+ACI-
S+ACY-P 500 (New York),SPY,03/04/2025,+ACI-545,11+ACI-,+ACI-536,70+ACI-,+ACI-+AC0-1,54+ACI-
S+ACY-P 500 (New York),SPY,04/04/2025,+ACI-523,67+ACI-,+ACI-505,28+ACI-,+ACI-+AC0-3,51+ACI-
FTSE MIB (Italia via ETF),EWI,02/01/2025,+ACI-35,78+ACI-,+ACI-35,55+ACI-,+ACI-+AC0-0,64+ACI-
FTSE MIB (Italia via ETF),EWI,03/01/2025,+ACI-35,73+ACI-,+ACI-35,67+ACI-,+ACI-+AC0-0,17+ACI-
FTSE MIB (Italia via ETF),EWI,06/01/2025,+ACI-36,21+ACI-,+ACI-36,33+ACI-,+ACI-0,33+ACI-
FTSE MIB (Italia via ETF),EWI,07/01/2025,+ACI-36,69+ACI-,+ACI-36,48+ACI-,+ACI-+AC0-0,57+ACI-
FTSE MIB (Italia via ETF),EWI,08/01/2025,+ACI-36,46+ACI-,+ACI-36,68+ACI-,+ACI-0,60+ACI-
FTSE MIB (Italia via ETF),EWI,10/01/2025,+ACI-36,83+ACI-,+ACI-36,50+ACI-,+ACI-+AC0-0,90+ACI-
FTSE MIB (Italia via ETF),EWI,13/01/2025,+ACI-35,93+ACI-,+ACI-36,20+ACI-,+ACI-0,75+ACI-
FTSE MIB (Italia via ETF),EWI,14/01/2025,+ACI-36,56+ACI-,+ACI-36,68+ACI-,+ACI-0,33+ACI-
FTSE MIB (Italia via ETF),EWI,15/01/2025,+ACI-37,22+ACI-,+ACI-37,25+ACI-,+ACI-0,08+ACI-
FTSE MIB (Italia via ETF),EWI,16/01/2025,+ACI-37,42+ACI-,+ACI-37,44+ACI-,+ACI-0,05+ACI-
FTSE MIB (Italia via ETF),EWI,17/01/2025,+ACI-37,71+ACI-,+ACI-37,77+ACI-,+ACI-0,16+ACI-
FTSE MIB (Italia via ETF),EWI,21/01/2025,+ACI-38,07+ACI-,+ACI-38,29+ACI-,+ACI-0,58+ACI-
FTSE MIB (Italia via ETF),EWI,22/01/2025,+ACI-38,10+ACI-,+ACI-37,87+ACI-,+ACI-+AC0-0,60+ACI-
FTSE MIB (Italia via ETF),EWI,23/01/2025,+ACI-38,18+ACI-,+ACI-38,40+ACI-,+ACI-0,58+ACI-
FTSE MIB (Italia via ETF),EWI,24/01/2025,+ACI-38,64+ACI-,+ACI-38,70+ACI-,+ACI-0,16+ACI-
FTSE MIB (Italia via ETF),EWI,27/01/2025,+ACI-38,73+ACI-,+ACI-38,86+ACI-,+ACI-0,34+ACI-
FTSE MIB (Italia via ETF),EWI,28/01/2025,+ACI-38,73+ACI-,+ACI-38,60+ACI-,+ACI-+AC0-0,34+ACI-
FTSE MIB (Italia via ETF),EWI,29/01/2025,+ACI-38,47+ACI-,+ACI-38,60+ACI-,+ACI-0,34+ACI-
FTSE MIB (Italia via ETF),EWI,30/01/2025,+ACI-38,92+ACI-,+ACI-38,83+ACI-,+ACI-+AC0-0,23+ACI-
FTSE MIB (Italia via ETF),EWI,31/01/2025,+ACI-38,72+ACI-,+ACI-38,55+ACI-,+ACI-+AC0-0,44+ACI-
FTSE MIB (Italia via ETF),EWI,03/02/2025,+ACI-37,86+ACI-,+ACI-38,03+ACI-,+ACI-0,45+ACI-
FTSE MIB (Italia via ETF),EWI,04/02/2025,+ACI-38,51+ACI-,+ACI-38,87+ACI-,+ACI-0,93+ACI-
FTSE MIB (Italia via ETF),EWI,05/02/2025,+ACI-38,95+ACI-,+ACI-39,00+ACI-,+ACI-0,13+ACI-
FTSE MIB (Italia via ETF),EWI,06/02/2025,+ACI-39,12+ACI-,+ACI-39,28+ACI-,+ACI-0,41+ACI-
FTSE MIB (Italia via ETF),EWI,07/02/2025,+ACI-39,25+ACI-,+ACI-38,93+ACI-,+ACI-+AC0-0,82+ACI-
FTSE MIB (Italia via ETF),EWI,10/02/2025,+ACI-39,01+ACI-,+ACI-39,20+ACI-,+ACI-0,49+ACI-
FTSE MIB (Italia via ETF),EWI,11/02/2025,+ACI-39,33+ACI-,+ACI-39,77+ACI-,+ACI-1,12+ACI-
FTSE MIB (Italia via ETF),EWI,12/02/2025,+ACI-39,67+ACI-,+ACI-39,95+ACI-,+ACI-0,71+ACI-
FTSE MIB (Italia via ETF),EWI,13/02/2025,+ACI-39,95+ACI-,+ACI-40,22+ACI-,+ACI-0,68+ACI-
FTSE MIB (Italia via ETF),EWI,14/02/2025,+ACI-40,63+ACI-,+ACI-40,59+ACI-,+ACI-+AC0-0,10+ACI-
FTSE MIB (Italia via ETF),EWI,18/02/2025,+ACI-41,01+ACI-,+ACI-41,09+ACI-,+ACI-0,20+ACI-
FTSE MIB (Italia via ETF),EWI,19/02/2025,+ACI-40,77+ACI-,+ACI-40,57+ACI-,+ACI-+AC0-0,49+ACI-
FTSE MIB (Italia via ETF),EWI,20/02/2025,+ACI-40,73+ACI-,+ACI-40,83+ACI-,+ACI-0,25+ACI-
FTSE MIB (Italia via ETF),EWI,21/02/2025,+ACI-40,83+ACI-,+ACI-40,60+ACI-,+ACI-+AC0-0,56+ACI-
FTSE MIB (Italia via ETF),EWI,24/02/2025,+ACI-40,88+ACI-,+ACI-40,79+ACI-,+ACI-+AC0-0,22+ACI-
FTSE MIB (Italia via ETF),EWI,25/02/2025,+ACI-41,44+ACI-,+ACI-41,47+ACI-,+ACI-0,07+ACI-
FTSE MIB (Italia via ETF),EWI,26/02/2025,+ACI-41,68+ACI-,+ACI-41,27+ACI-,+ACI-+AC0-0,98+ACI-
FTSE MIB (Italia via ETF),EWI,27/02/2025,+ACI-40,87+ACI-,+ACI-40,61+ACI-,+ACI-+AC0-0,64+ACI-
FTSE MIB (Italia via ETF),EWI,28/02/2025,+ACI-40,88+ACI-,+ACI-40,80+ACI-,+ACI-+AC0-0,20+ACI-
FTSE MIB (Italia via ETF),EWI,03/03/2025,+ACI-41,80+ACI-,+ACI-41,31+ACI-,+ACI-+AC0-1,17+ACI-
FTSE MIB (Italia via ETF),EWI,04/03/2025,+ACI-40,82+ACI-,+ACI-41,28+ACI-,+ACI-1,13+ACI-
FTSE MIB (Italia via ETF),EWI,05/03/2025,+ACI-42,10+ACI-,+ACI-42,69+ACI-,+ACI-1,40+ACI-
FTSE MIB (Italia via ETF),EWI,06/03/2025,+ACI-42,40+ACI-,+ACI-42,27+ACI-,+ACI-+AC0-0,31+ACI-
FTSE MIB (Italia via ETF),EWI,07/03/2025,+ACI-42,44+ACI-,+ACI-42,85+ACI-,+ACI-0,97+ACI-
FTSE MIB (Italia via ETF),EWI,10/03/2025,+ACI-42,35+ACI-,+ACI-42,15+ACI-,+ACI-+AC0-0,47+ACI-
FTSE MIB (Italia via ETF),EWI,11/03/2025,+ACI-42,32+ACI-,+ACI-42,27+ACI-,+ACI-+AC0-0,12+ACI-
FTSE MIB (Italia via ETF),EWI,12/03/2025,+ACI-42,48+ACI-,+ACI-42,50+ACI-,+ACI-0,05+ACI-
FTSE MIB (Italia via ETF),EWI,13/03/2025,+ACI-42,13+ACI-,+ACI-41,94+ACI-,+ACI-+AC0-0,45+ACI-
FTSE MIB (Italia via ETF),EWI,14/03/2025,+ACI-42,66+ACI-,+ACI-43,03+ACI-,+ACI-0,87+ACI-
FTSE MIB (Italia via ETF),EWI,17/03/2025,+ACI-43,12+ACI-,+ACI-43,53+ACI-,+ACI-0,95+ACI-
FTSE MIB (Italia via ETF),EWI,18/03/2025,+ACI-43,79+ACI-,+ACI-43,92+ACI-,+ACI-0,30+ACI-
FTSE MIB (Italia via ETF),EWI,19/03/2025,+ACI-43,74+ACI-,+ACI-43,99+ACI-,+ACI-0,57+ACI-
FTSE MIB (Italia via ETF),EWI,20/03/2025,+ACI-42,99+ACI-,+ACI-43,26+ACI-,+ACI-0,63+ACI-
FTSE MIB (Italia via ETF),EWI,21/03/2025,+ACI-42,90+ACI-,+ACI-42,95+ACI-,+ACI-0,12+ACI-
FTSE MIB (Italia via ETF),EWI,24/03/2025,+ACI-42,91+ACI-,+ACI-42,98+ACI-,+ACI-0,16+ACI-
FTSE MIB (Italia via ETF),EWI,25/03/2025,+ACI-43,36+ACI-,+ACI-43,42+ACI-,+ACI-0,14+ACI-
FTSE MIB (Italia via ETF),EWI,26/03/2025,+ACI-42,99+ACI-,+ACI-42,61+ACI-,+ACI-+AC0-0,88+ACI-
FTSE MIB (Italia via ETF),EWI,27/03/2025,+ACI-42,72+ACI-,+ACI-43,07+ACI-,+ACI-0,82+ACI-
FTSE MIB (Italia via ETF),EWI,28/03/2025,+ACI-42,98+ACI-,+ACI-42,80+ACI-,+ACI-+AC0-0,42+ACI-
FTSE MIB (Italia via ETF),EWI,31/03/2025,+ACI-42,10+ACI-,+ACI-42,32+ACI-,+ACI-0,52+ACI-
FTSE MIB (Italia via ETF),EWI,01/04/2025,+ACI-42,51+ACI-,+ACI-42,46+ACI-,+ACI-+AC0-0,12+ACI-
FTSE MIB (Italia via ETF),EWI,02/04/2025,+ACI-42,17+ACI-,+ACI-42,66+ACI-,+ACI-1,16+ACI-
FTSE MIB (Italia via ETF),EWI,03/04/2025,+ACI-42,47+ACI-,+ACI-41,77+ACI-,+ACI-+AC0-1,65+ACI-
FTSE MIB (Italia via ETF),EWI,04/04/2025,+ACI-39,61+ACI-,+ACI-38,49+ACI-,+ACI-+AC0-2,83+ACI-
Nikkei 225 (Giappone via ETF),EWJ,02/01/2025,+ACI-67,18+ACI-,+ACI-67,01+ACI-,+ACI-+AC0-0,25+ACI-
Nikkei 225 (Giappone via ETF),EWJ,03/01/2025,+ACI-66,83+ACI-,+ACI-67,28+ACI-,+ACI-0,67+ACI-
Nikkei 225 (Giappone via ETF),EWJ,06/01/2025,+ACI-67,43+ACI-,+ACI-67,43+ACI-,+ACI-0,00+ACI-
Nikkei 225 (Giappone via ETF),EWJ,07/01/2025,+ACI-67,88+ACI-,+ACI-67,27+ACI-,+ACI-+AC0-0,90+ACI-
Nikkei 225 (Giappone via ETF),EWJ,08/01/2025,+ACI-66,83+ACI-,+ACI-67,10+ACI-,+ACI-0,40+ACI-
Nikkei 225 (Giappone via ETF),EWJ,10/01/2025,+ACI-65,67+ACI-,+ACI-65,24+ACI-,+ACI-+AC0-0,65+ACI-
Nikkei 225 (Giappone via ETF),EWJ,13/01/2025,+ACI-64,69+ACI-,+ACI-65,42+ACI-,+ACI-1,13+ACI-
Nikkei 225 (Giappone via ETF),EWJ,14/01/2025,+ACI-65,19+ACI-,+ACI-65,29+ACI-,+ACI-0,15+ACI-
Nikkei 225 (Giappone via ETF),EWJ,15/01/2025,+ACI-66,29+ACI-,+ACI-66,27+ACI-,+ACI-+AC0-0,03+ACI-
Nikkei 225 (Giappone via ETF),EWJ,16/01/2025,+ACI-65,98+ACI-,+ACI-65,85+ACI-,+ACI-+AC0-0,20+ACI-
Nikkei 225 (Giappone via ETF),EWJ,17/01/2025,+ACI-66,08+ACI-,+ACI-66,18+ACI-,+ACI-0,15+ACI-
Nikkei 225 (Giappone via ETF),EWJ,21/01/2025,+ACI-67,09+ACI-,+ACI-67,33+ACI-,+ACI-0,36+ACI-
Nikkei 225 (Giappone via ETF),EWJ,22/01/2025,+ACI-67,47+ACI-,+ACI-67,25+ACI-,+ACI-+AC0-0,33+ACI-
Nikkei 225 (Giappone via ETF),EWJ,23/01/2025,+ACI-67,33+ACI-,+ACI-67,82+ACI-,+ACI-0,73+ACI-
Nikkei 225 (Giappone via ETF),EWJ,24/01/2025,+ACI-68,00+ACI-,+ACI-68,48+ACI-,+ACI-0,71+ACI-
Nikkei 225 (Giappone via ETF),EWJ,27/01/2025,+ACI-67,71+ACI-,+ACI-67,74+ACI-,+ACI-0,04+ACI-
Nikkei 225 (Giappone via ETF),EWJ,28/01/2025,+ACI-68,16+ACI-,+ACI-68,31+ACI-,+ACI-0,22+ACI-
Nikkei 225 (Giappone via ETF),EWJ,29/01/2025,+ACI-68,24+ACI-,+ACI-68,10+ACI-,+ACI-+AC0-0,21+ACI-
Nikkei 225 (Giappone via ETF),EWJ,30/01/2025,+ACI-68,96+ACI-,+ACI-69,12+ACI-,+ACI-0,23+ACI-
Nikkei 225 (Giappone via ETF),EWJ,31/01/2025,+ACI-68,98+ACI-,+ACI-68,31+ACI-,+ACI-+AC0-0,97+ACI-
Nikkei 225 (Giappone via ETF),EWJ,03/02/2025,+ACI-67,49+ACI-,+ACI-67,66+ACI-,+ACI-0,25+ACI-
Nikkei 225 (Giappone via ETF),EWJ,04/02/2025,+ACI-67,66+ACI-,+ACI-68,27+ACI-,+ACI-0,90+ACI-
Nikkei 225 (Giappone via ETF),EWJ,05/02/2025,+ACI-68,68+ACI-,+ACI-69,12+ACI-,+ACI-0,64+ACI-
Nikkei 225 (Giappone via ETF),EWJ,06/02/2025,+ACI-69,28+ACI-,+ACI-69,40+ACI-,+ACI-0,17+ACI-
Nikkei 225 (Giappone via ETF),EWJ,07/02/2025,+ACI-69,10+ACI-,+ACI-68,48+ACI-,+ACI-+AC0-0,90+ACI-
Nikkei 225 (Giappone via ETF),EWJ,10/02/2025,+ACI-68,84+ACI-,+ACI-68,75+ACI-,+ACI-+AC0-0,13+ACI-
Nikkei 225 (Giappone via ETF),EWJ,11/02/2025,+ACI-68,42+ACI-,+ACI-68,74+ACI-,+ACI-0,47+ACI-
Nikkei 225 (Giappone via ETF),EWJ,12/02/2025,+ACI-67,56+ACI-,+ACI-68,02+ACI-,+ACI-0,68+ACI-
Nikkei 225 (Giappone via ETF),EWJ,13/02/2025,+ACI-68,64+ACI-,+ACI-69,26+ACI-,+ACI-0,90+ACI-
Nikkei 225 (Giappone via ETF),EWJ,14/02/2025,+ACI-69,44+ACI-,+ACI-69,37+ACI-,+ACI-+AC0-0,10+ACI-
Nikkei 225 (Giappone via ETF),EWJ,18/02/2025,+ACI-69,95+ACI-,+ACI-70,10+ACI-,+ACI-0,21+ACI-
Nikkei 225 (Giappone via ETF),EWJ,19/02/2025,+ACI-69,46+ACI-,+ACI-69,62+ACI-,+ACI-0,23+ACI-
Nikkei 225 (Giappone via ETF),EWJ,20/02/2025,+ACI-69,79+ACI-,+ACI-69,71+ACI-,+ACI-+AC0-0,11+ACI-
Nikkei 225 (Giappone via ETF),EWJ,21/02/2025,+ACI-69,60+ACI-,+ACI-69,09+ACI-,+ACI-+AC0-0,73+ACI-
Nikkei 225 (Giappone via ETF),EWJ,24/02/2025,+ACI-69,00+ACI-,+ACI-68,78+ACI-,+ACI-+AC0-0,32+ACI-
Nikkei 225 (Giappone via ETF),EWJ,25/02/2025,+ACI-69,79+ACI-,+ACI-69,47+ACI-,+ACI-+AC0-0,46+ACI-
Nikkei 225 (Giappone via ETF),EWJ,26/02/2025,+ACI-69,55+ACI-,+ACI-69,51+ACI-,+ACI-+AC0-0,06+ACI-
Nikkei 225 (Giappone via ETF),EWJ,27/02/2025,+ACI-69,81+ACI-,+ACI-69,00+ACI-,+ACI-+AC0-1,16+ACI-
Nikkei 225 (Giappone via ETF),EWJ,28/02/2025,+ACI-68,11+ACI-,+ACI-68,47+ACI-,+ACI-0,53+ACI-
Nikkei 225 (Giappone via ETF),EWJ,03/03/2025,+ACI-69,88+ACI-,+ACI-69,21+ACI-,+ACI-+AC0-0,96+ACI-
Nikkei 225 (Giappone via ETF),EWJ,04/03/2025,+ACI-68,71+ACI-,+ACI-68,64+ACI-,+ACI-+AC0-0,10+ACI-
Nikkei 225 (Giappone via ETF),EWJ,05/03/2025,+ACI-69,41+ACI-,+ACI-70,15+ACI-,+ACI-1,07+ACI-
Nikkei 225 (Giappone via ETF),EWJ,06/03/2025,+ACI-70,05+ACI-,+ACI-69,61+ACI-,+ACI-+AC0-0,63+ACI-
Nikkei 225 (Giappone via ETF),EWJ,07/03/2025,+ACI-69,77+ACI-,+ACI-70,17+ACI-,+ACI-0,57+ACI-
Nikkei 225 (Giappone via ETF),EWJ,10/03/2025,+ACI-69,18+ACI-,+ACI-68,68+ACI-,+ACI-+AC0-0,72+ACI-
